query_id,condition,ndcg@1,ndcg@10,recall@10,mrr@100,recall@100
3,bm25__rule_resolved,1.0,0.6131471927654584,0.5,1.0,0.5
4,bm25__rule_resolved,1.0,1.0,1.0,1.0,1.0
11,bm25__rule_resolved,1.0,0.8854598815714874,1.0,1.0,1.0
17,bm25__rule_resolved,0.0,0.4911492931622974,1.0,0.3333333333333333,1.0
19,bm25__rule_resolved,0.0,0.0,0.0,0.0625,1.0
21,bm25__rule_resolved,0.0,0.5706417189553201,1.0,0.3333333333333333,1.0
22,bm25__rule_resolved,0.0,0.6309297535714575,1.0,0.5,1.0
30,bm25__rule_resolved,0.0,0.448643819352159,1.0,0.25,1.0
34,bm25__rule_resolved,0.0,0.38685280723454163,1.0,0.2,1.0
41,bm25__rule_resolved,0.0,0.0,0.0,0.013157894736842105,0.5
46,bm25__rule_resolved,0.0,0.0,0.0,0.0,0.0
53,bm25__rule_resolved,1.0,0.5151254397262444,0.5,1.0,1.0
55,bm25__rule_resolved,0.0,0.43067655807339306,1.0,0.25,1.0
58,bm25__rule_resolved,1.0,0.6366824387328317,0.5,1.0,1.0
60,bm25__rule_resolved,0.0,0.5,1.0,0.3333333333333333,1.0
76,bm25__rule_resolved,0.0,0.0,0.0,0.0625,1.0
78,bm25__rule_resolved,1.0,0.4371994911049732,0.4,1.0,1.0
79,bm25__rule_resolved,0.0,0.5017100640839688,0.6,0.5,0.9
95,bm25__rule_resolved,0.0,0.31546487678572877,1.0,0.125,1.0
98,bm25__rule_resolved,0.0,0.42495990177520937,1.0,0.125,1.0
108,bm25__rule_resolved,1.0,0.8020378746650064,0.7142857142857143,1.0,1.0
109,bm25__rule_resolved,0.0,0.0,0.0,0.02564102564102564,1.0
111,bm25__rule_resolved,0.0,0.6533933590057491,1.0,0.3333333333333333,1.0
121,bm25__rule_resolved,0.0,0.17630010660342912,0.2,0.3333333333333333,1.0
128,bm25__rule_resolved,0.0,0.0,0.0,0.041666666666666664,1.0
131,bm25__rule_resolved,0.0,0.2960819109658652,0.3333333333333333,0.5,1.0
149,bm25__rule_resolved,1.0,0.6257049680303419,0.6666666666666666,1.0,1.0
150,bm25__rule_resolved,0.0,0.43067655807339306,1.0,0.25,1.0
156,bm25__rule_resolved,0.0,0.08274602130532004,0.14285714285714285,0.1111111111111111,0.7142857142857143
161,bm25__rule_resolved,0.0,0.0,0.0,0.047619047619047616,1.0
163,bm25__rule_resolved,1.0,0.6508205185601091,0.6666666666666666,1.0,1.0
167,bm25__rule_resolved,0.0,0.2960819109658652,0.3333333333333333,0.5,1.0
169,bm25__rule_resolved,1.0,0.8772153153380493,1.0,1.0,1.0
170,bm25__rule_resolved,0.0,0.0,0.0,0.09090909090909091,0.8
172,bm25__rule_resolved,1.0,0.8503449055347546,1.0,1.0,1.0
176,bm25__rule_resolved,0.0,0.34635587439312543,0.6,0.2,1.0
178,bm25__rule_resolved,1.0,0.9674679834891693,1.0,1.0,1.0
203,bm25__rule_resolved,1.0,0.6310473491188938,0.75,1.0,1.0
204,bm25__rule_resolved,0.0,0.0,0.0,0.0,0.0
205,bm25__rule_resolved,1.0,0.6508205185601091,0.6666666666666666,1.0,1.0
211,bm25__rule_resolved,0.0,0.0,0.0,0.09090909090909091,1.0
218,bm25__rule_resolved,0.0,0.44149241373678083,0.5,0.5,0.5
220,bm25__rule_resolved,0.0,0.3562071871080222,1.0,0.16666666666666666,1.0
226,bm25__rule_resolved,1.0,0.6902609733149434,0.8,1.0,0.8
229,bm25__rule_resolved,0.0,0.0,0.0,0.01020408163265306,0.125
237,bm25__rule_resolved,0.0,0.0,0.0,0.0,0.0
254,bm25__rule_resolved,0.0,0.0,0.0,0.02564102564102564,0.6666666666666666
293,bm25__rule_resolved,1.0,0.6534974049045722,0.7142857142857143,1.0,1.0
297,bm25__rule_resolved,1.0,0.46927872602275644,0.3333333333333333,1.0,0.3333333333333333
298,bm25__rule_resolved,1.0,0.2350455494144854,0.1111111111111111,1.0,0.6666666666666666
309,bm25__rule_resolved,0.0,0.5680626480924535,0.7142857142857143,0.5,1.0
310,bm25__rule_resolved,0.0,0.5,1.0,0.3333333333333333,1.0
316,bm25__rule_resolved,1.0,0.559206739398752,0.6,1.0,1.0
319,bm25__rule_resolved,1.0,0.41462267409828074,0.3333333333333333,1.0,0.8888888888888888
320,bm25__rule_resolved,1.0,0.6105070906406178,0.5714285714285714,1.0,1.0
324,bm25__rule_resolved,1.0,0.559206739398752,0.6,1.0,1.0
346,bm25__rule_resolved,0.0,0.0,0.0,0.0,0.0
358,bm25__rule_resolved,0.0,0.0,0.0,0.037037037037037035,1.0
361,bm25__rule_resolved,0.0,0.0,0.0,0.058823529411764705,1.0
363,bm25__rule_resolved,0.0,0.0,0.0,0.03333333333333333,0.16666666666666666
364,bm25__rule_resolved,1.0,0.7751482523375256,0.6666666666666666,1.0,1.0
367,bm25__rule_resolved,0.0,0.16958010263680806,0.2,0.3333333333333333,0.6
369,bm25__rule_resolved,1.0,0.6131471927654584,0.5,1.0,0.5
389,bm25__rule_resolved,0.0,0.09109240322345807,0.16666666666666666,0.1111111111111111,1.0
405,bm25__rule_resolved,0.0,0.0,0.0,0.05263157894736842,1.0
409,bm25__rule_resolved,0.0,0.40298313359773236,1.0,0.16666666666666666,1.0
419,bm25__rule_resolved,0.0,0.13905617951077562,0.25,0.16666666666666666,1.0
423,bm25__rule_resolved,0.0,0.13012668333070054,0.25,0.14285714285714285,1.0
427,bm25__rule_resolved,1.0,0.4935232796777482,0.3333333333333333,1.0,0.6666666666666666
429,bm25__rule_resolved,1.0,0.5499887725471477,0.5,1.0,0.8333333333333334
450,bm25__rule_resolved,0.0,0.17723928678404774,0.5,0.1,1.0
455,bm25__rule_resolved,1.0,0.3903800499921017,0.25,1.0,0.75
466,bm25__rule_resolved,0.0,0.43067655807339306,1.0,0.25,1.0
467,bm25__rule_resolved,0.0,0.6309297535714575,1.0,0.5,1.0
478,bm25__rule_resolved,0.0,0.34663731355155314,0.4444444444444444,0.25,1.0
480,bm25__rule_resolved,0.0,0.0,0.0,0.07142857142857142,1.0
486,bm25__rule_resolved,0.0,0.26687965254220064,0.4,0.25,1.0
494,bm25__rule_resolved,1.0,0.3903800499921017,0.25,1.0,0.5
502,bm25__rule_resolved,0.0,0.20210734650054757,0.3333333333333333,0.25,1.0
506,bm25__rule_resolved,0.0,0.5702425402261267,1.0,0.3333333333333333,1.0
521,bm25__rule_resolved,0.0,0.0,0.0,0.0625,0.875
539,bm25__rule_resolved,1.0,0.6257049680303419,0.6666666666666666,1.0,1.0
555,bm25__rule_resolved,1.0,0.9361705073520016,1.0,1.0,1.0
558,bm25__rule_resolved,0.0,0.38685280723454163,1.0,0.2,1.0
559,bm25__rule_resolved,0.0,0.0,0.0,0.013157894736842105,1.0
